BusinessEntityID,PersonType,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,EmailPromotion,AdditionalContactInfo,Demographics,rowguid,ModifiedDate
26,EM,False,,Peter,J,Krebs,,0,,,{6F32F507-290E-4A96-A045-F445EAE4337F},2008-11-24 00:00:00
27,EM,False,,Jo,A,Brown,,0,,,{EDD8ADD6-F7FD-4086-BFDC-B4FD3E6AD8D7},2008-02-20 00:00:00
28,EM,False,,Guy,R,Gilbert,,0,,,{D366A33A-8EDE-42BD-BF79-3E7FB9713FE1},2006-06-23 00:00:00
29,EM,False,,Mark,K,McArthur,,1,,,{667FA3BA-B877-4BCC-A752-E461040E2DDD},2009-01-16 00:00:00
30,EM,False,,Britta,L,Simon,,0,,,{5090C9A8-E39E-4A4D-9133-14E7CF07998B},2009-01-22 00:00:00
31,EM,False,,Margie,W,Shoop,,2,,,{5EA8A3DA-7BEA-4ADC-85F5-C934E2033825},2008-12-28 00:00:00
32,EM,False,,Rebecca,A,Laszlo,,1,,,{686BD5AF-6F30-4633-944B-3C1916CB4CA2},2008-12-22 00:00:00
33,EM,False,,Annik,O,Stahl,,0,,,{BFA2BDC8-208A-447B-8A4E-72A215E9E134},2008-12-10 00:00:00
34,EM,False,,Suchitra,O,Mohan,,2,,,{7E239D8B-00BF-42D6-AC6B-4EA718DBC2B3},2009-02-09 00:00:00
35,EM,False,,Brandon,G,Heidepriem,,1,,,{4CC8EDC2-5502-4550-8089-9B3CC6006490},2009-02-01 00:00:00
36,EM,False,,Jose,R,Lugo,,2,,,{54655E98-B81A-4041-8FA4-9349C018521F},2009-02-03 00:00:00
37,EM,False,,Chris,O,Okelberry,,0,,,{5B16CA18-703B-48E8-AB3E-CA158C854808},2009-02-28 00:00:00
38,EM,False,,Kim,B,Abercrombie,,2,,,{9A2163B3-2F4D-4F9A-91BD-07D326140F9C},2010-01-09 00:00:00
39,EM,False,,Ed,R,Dudenhoefer,,0,,,{83C88383-9C3E-42C5-AE09-965B5F9EF5B1},2010-01-29 00:00:00
40,EM,False,,JoLynn,M,Dobney,,1,,,{E8E5C9DA-F808-4439-BF5C-B28236BB8467},2007-12-19 00:00:00
41,EM,False,,Bryan,,Baker,,0,,,{A32E8274-08DC-4596-AB1F-BA6263CBC676},2009-01-14 00:00:00
42,EM,False,,James,D,Kramer,,2,,,{F4F040E0-02A0-4905-B964-2E894D0F0B94},2008-12-20 00:00:00
43,EM,False,,Nancy,A,Anderson,,1,,,{0681C8F9-D2EC-47D9-9BD4-751B14EAED50},2008-12-26 00:00:00
44,EM,False,,Simon,D,Rapier,,0,,,{FF8EDBFC-A9A3-4C5D-8AFF-DF4D6F18DAFF},2008-12-01 00:00:00
45,EM,False,,Thomas,R,Michaels,,1,,,{2CAF9ADC-7A33-48CF-B4B7-3C57D9DE39C4},2009-02-19 00:00:00
46,EM,False,,Eugene,O,Kogan,,0,,,{FB0068EA-49D4-4E82-9895-2680CF59385E},2009-02-01 00:00:00
47,EM,False,,Andrew,R,Hill,,1,,,{B6439F4F-E57D-4293-B0C8-8919591055A3},2009-02-15 00:00:00
48,EM,False,,Ruth,Ann,Ellerbrock,,0,,,{9BE35B50-2024-4785-9393-7C7AB8D9634D},2007-12-30 00:00:00
49,EM,False,,Barry,K,Johnson,,0,,,{CB28BE2E-DE93-4409-BACE-DF6042D04815},2013-11-29 00:00:00
50,EM,False,,Sidney,M,Higa,,0,,,{A20BB9F5-3BBB-4AB6-9BFA-6AED32C30204},2008-01-26 00:00:00
51,EM,False,,Jeffrey,L,Ford,,0,,,{293DF609-2FA3-4C00-A891-ACE08661FE70},2008-02-13 00:00:00
52,EM,False,,Doris,M,Hartwig,,0,,,{075AB67F-BFBD-4433-B33E-C65B2C045B6B},2014-01-31 00:00:00
53,EM,False,,Diane,R,Glimp,,2,,,{9EA27F41-36BB-4456-A506-2B87C416FB0C},2008-03-21 00:00:00
54,EM,False,,Bonnie,N,Kearney,,0,,,{AB066D28-404A-436E-A17A-789D7F2638D3},2009-12-25 00:00:00
55,EM,False,,Taylor,R,Maxwell,,0,,,{9F81714B-0C9C-43C3-8DF5-180CB0A42D40},2013-12-31 00:00:00
56,EM,False,,Denise,H,Smith,,0,,,{77F4AC33-E165-49D7-BC6A-F3C2DC069C9B},2009-01-29 00:00:00
57,EM,False,,Frank,T,Miller,,1,,,{05516FB2-586E-43F5-A87C-5E236F8DB8AD},2009-02-16 00:00:00
58,EM,False,,Kendall,C,Keil,,2,,,{CA8D648A-166B-4D61-9AE0-A0B1FFECFB1B},2008-11-28 00:00:00
59,EM,False,,Bob,N,Hohman,,0,,,{6384295C-C932-47C0-8E97-71D94F83CD31},2008-12-17 00:00:00
60,EM,False,,Pete,C,Male,,2,,,{0AEB5713-8BB0-4B8D-BF81-777158E5FF09},2009-01-04 00:00:00
61,EM,False,,Diane,H,Tibbott,,0,,,{E054FFC1-258C-4DA4-B2C1-40E155F4C88B},2009-01-11 00:00:00
62,EM,False,,John,T,Campbell,,1,,,{F5A4CC1B-AEFA-46CA-8888-2CA1C6D4034B},2014-02-07 00:00:00
63,EM,False,,Maciej,W,Dusza,,0,,,{611D56EB-C29D-4F90-A5C6-1B3B2D44E5F8},2010-01-22 00:00:00
64,EM,False,,Michael,J,Zwilling,,1,,,{DCC5AA7B-C09A-47A5-86A2-90D88191EBE6},2010-02-16 00:00:00
65,EM,False,,Randy,T,Reeves,,0,,,{D988D8E0-C335-4F4C-9ED9-199FEB7FD4A7},2010-02-16 00:00:00
66,EM,False,,Karan,R,Khanna,,1,,,{58C97993-7491-49EE-BFDD-CD80CE2C922A},2009-12-15 00:00:00
67,EM,False,,Jay,G,Adams,,0,,,{2FE289A7-CE57-49E5-BE61-3E6580D22EA6},2009-02-26 00:00:00
68,EM,False,,Charles,B,Fitzgerald,,2,,,{1E7CD457-A854-4D68-ACFB-3D752EEBD231},2009-11-26 00:00:00
69,EM,False,,Steve,F,Masters,,1,,,{85F55758-54C4-4048-ACBE-BD9515669122},2009-02-08 00:00:00
70,EM,False,,David,J,Ortiz,,0,,,{60245B9F-EABD-48CF-9FA9-C5DD48BCB3DF},2008-12-08 00:00:00
71,EM,False,,Michael,Sean,Ray,,2,,,{CA42A0B4-C068-4C75-A8A3-DE8953760927},2009-02-08 00:00:00
72,EM,False,,Steven,T,Selikoff,,2,,,{7455FEFF-9238-4C29-819F-A4DF6508C0F8},2008-11-24 00:00:00
73,EM,False,,Carole,M,Poland,,2,,,{4EE4FAF4-9C85-4022-B07F-956F1C5595D5},2008-12-12 00:00:00
74,EM,False,,Bjorn,M,Rettig,,1,,,{056617D9-E65F-41C7-98AF-9C14C4569652},2008-12-31 00:00:00
75,EM,False,,Michiko,F,Osada,,0,,,{670CE5A5-2B86-4AD7-AEF5-DF2AAAC4A6AB},2009-01-19 00:00:00
76,EM,False,,Carol,M,Philips,,2,,,{7AC771B3-347A-49FA-9298-487B02FA359D},2009-02-05 00:00:00
77,EM,False,,Merav,A,Netz,,0,,,{F9427582-FD1B-45DE-922D-2C2C58CEA0F7},2009-02-24 00:00:00
78,EM,False,,Reuben,H,D'sa,,2,,,{AEBEAA5B-D861-4703-A959-6D0F6F4CDF74},2008-12-08 00:00:00
79,EM,False,,Eric,L,Brown,,0,,,{D0EFAF3A-04DC-442F-9AA1-926C38105241},2010-01-17 00:00:00
80,EM,False,,Sandeep,P,Kaliyath,,2,,,{7E5B79F9-5B7A-41DC-850F-23B4764B5161},2010-01-10 00:00:00
81,EM,False,,Mihail,U,Frintu,,0,,,{1062CA88-998C-472C-8BD5-9F3D4BC4D2FB},2009-12-22 00:00:00
82,EM,False,,Jack,T,Creasey,,0,,,{ED8B39AF-5DA5-405F-8C38-A6C3AC25CA1B},2010-02-24 00:00:00
83,EM,False,,Patrick,M,Cook,,0,,,{F03E1512-0DC2-4329-8F21-6C5DBB9996F3},2010-02-05 00:00:00
84,EM,False,,Frank,R,Martinez,,1,,,{B66AB99E-691C-4CAC-B62D-579816800BFA},2010-01-29 00:00:00
85,EM,False,,Brian,Richard,Goldstein,,0,,,{61CE0232-4144-48AE-BA3B-1D509505F106},2009-12-04 00:00:00
86,EM,False,,Ryan,L,Cornelsen,,2,,,{0E3F7512-87A6-4C0D-9E02-30919A75BF60},2008-12-29 00:00:00
87,EM,False,,Cristian,K,Petculescu,,1,,,{45FE0378-ED23-4D24-A5F5-11B10B402980},2008-12-15 00:00:00
88,EM,False,,Betsy,A,Stadick,,0,,,{C214AB1E-A07E-4A62-9033-19DDE0DE1937},2009-12-11 00:00:00
89,EM,False,,Patrick,C,Wedge,,0,,,{CD334AC3-EE11-4999-BBA1-7F33DE161124},2010-01-25 00:00:00
90,EM,False,,Danielle,C,Tiedt,,1,,,{852A07EE-1D24-4810-8121-365DAB884C8D},2010-02-13 00:00:00
91,EM,False,,Kimberly,B,Zimmerman,,0,,,{67647D8C-C685-4704-81B7-AE1087CC2C6D},2010-01-05 00:00:00
92,EM,False,,Tom,M,Vande Velde,,0,,,{A36DA26B-29BA-4627-9731-134D65A53143},2010-03-03 00:00:00
93,EM,False,,Kok-Ho,T,Loh,,2,,,{3E4AE757-8C3E-47CC-BC20-528CCF271E3D},2008-12-20 00:00:00
94,EM,False,,Russell,,Hunter,,1,,,{288EF549-203C-439C-A6B2-32FD822327FF},2008-12-05 00:00:00
95,EM,False,,Jim,H,Scardelis,,2,,,{A45F89BB-9748-41F8-9FAA-A5D76DF4B029},2008-12-12 00:00:00
96,EM,False,,Elizabeth,I,Keyser,,0,,,{CB9A2A0C-68E5-475B-9D6D-EBD548FE5B9C},2009-02-23 00:00:00
97,EM,False,,Mandar,H,Samant,,0,,,{907AE318-9FF7-4B56-B52B-5FDCA7BF8A62},2009-02-03 00:00:00
98,EM,False,,Sameer,A,Tejani,,0,,,{F19BE575-4A2E-413D-9BE9-0AF4B75C6FCD},2009-02-04 00:00:00
99,EM,False,,Nuan,,Yu,,0,,,{938FCD64-E06D-453C-9E70-BFE41753557B},2008-12-30 00:00:00
100,EM,False,,Lolan,B,Song,,1,,,{DCD41870-A67B-4D7F-B874-92C6854E1D0D},2009-01-05 00:00:00
101,EM,False,,Houman,N,Pournasseh,,2,,,{14E39720-994D-42C0-A26D-7877BB264FF5},2009-01-18 00:00:00
102,EM,False,,Zheng,W,Mu,,0,,,{17D15AE1-FB50-4303-A509-24C6C553C17D},2008-11-26 00:00:00
103,EM,False,,Ebru,N,Ersan,,2,,,{64A9674E-9625-4EF2-8F4D-357390735C08},2009-11-29 00:00:00
104,EM,False,,Mary,R,Baker,,2,,,{9E450675-B7F1-47C1-BB64-95E998B57ED4},2009-12-18 00:00:00
105,EM,False,,Kevin,M,Homer,,0,,,{1D1C9D2A-EA15-409C-8E32-8F5C6F8F286A},2009-12-18 00:00:00
106,EM,False,,John,T,Kane,,1,,,{4C117C8F-07C6-4B4E-A7D0-B8AD58EED8AE},2010-02-20 00:00:00
107,EM,False,,Christopher,E,Hill,,0,,,{A066751C-B57F-4186-8219-6652AE1189B1},2010-02-01 00:00:00
108,EM,False,,Jinghao,K,Liu,,0,,,{DD35EB13-6D4F-4C82-B33C-D693090722B6},2008-12-01 00:00:00
109,EM,False,,Alice,O,Ciccu,,1,,,{B5836E66-4251-4D4D-8F49-8E6D9E3C9D64},2008-11-30 00:00:00
110,EM,False,,Jun,T,Cao,,0,,,{20BDFF3B-3561-482B-B02D-DA9B6183B6D9},2008-12-07 00:00:00
111,EM,False,,Suroor,R,Fatima,,0,,,{62C97C5B-5CAB-42C6-813D-C0C75BBBFD7B},2008-12-10 00:00:00
112,EM,False,,John,P,Evans,,1,,,{FCFA001C-D5BC-455F-9124-21290B4A5304},2008-12-25 00:00:00
113,EM,False,,Linda,K,Moschell,,1,,,{1552D700-1E1C-4725-8074-D8D7D9A49B0E},2008-12-18 00:00:00
114,EM,False,,Mindaugas,J,Krapauskas,,1,,,{7C623D80-0A62-42DE-A355-24715A7160C6},2009-01-06 00:00:00
115,EM,False,,Angela,W,Barbariol,,2,,,{8E6ADFD0-2FE0-4EB9-93F2-A04FD877F6DC},2009-01-13 00:00:00
116,EM,False,,Michael,W,Patten,,0,,,{C31D89BE-1DB6-495B-8699-4669E5FA4B9D},2009-01-24 00:00:00
117,EM,False,,Chad,W,Niswonger,,1,,,{1CAC3A75-34AB-45C1-B9F1-7CAA44C76A75},2009-02-11 00:00:00
118,EM,False,,Don,L,Hall,,0,,,{F369194E-2FF0-4E61-97A7-B821F8B2BAED},2009-02-06 00:00:00
119,EM,False,,Michael,T,Entin,,1,,,{7533C47D-8E8F-40AC-8383-CF3DF57E3D84},2009-02-18 00:00:00
120,EM,False,,Kitti,H,Lertpiriyasuwat,,0,,,{BFADC42C-0D0E-4BDA-94B7-B14E89F5FC69},2009-02-25 00:00:00
121,EM,False,,Pilar,G,Ackerman,,0,,,{81F50324-D0B5-4EA5-8B20-F99D46572C76},2008-12-26 00:00:00
122,EM,False,,Susan,W,Eaton,,2,,,{84C723AC-F07F-4299-89B1-FAABB9CA47FC},2008-11-30 00:00:00
123,EM,False,,Vamsi,N,Kuppa,,0,,,{37154EFE-002F-4D85-A84B-A8B1FF714BC6},2008-11-30 00:00:00
124,EM,False,,Kim,T,Ralls,,2,,,{7AB39816-FF5A-4F3D-A3DC-88D906EC054F},2008-12-19 00:00:00
125,EM,False,,Matthias,T,Berndt,,0,,,{318BF718-6CCC-4F26-AC81-00EAF17B1BFE},2009-01-13 00:00:00
126,EM,False,,Jimmy,T,Bischoff,,0,,,{52182904-CFAF-4B2D-8D77-268DE7AB5DA4},2009-02-19 00:00:00
127,EM,False,,David,P,Hamilton,,1,,,{D6532F6D-A832-4266-B0F0-2F874F5A85BA},2008-12-27 00:00:00
128,EM,False,,Paul,B,Komosinski,,2,,,{E4145F40-88D2-43F4-A018-9BFB38D6D9FF},2008-11-27 00:00:00
129,EM,False,,Gary,W,Yukish,,0,,,{09EA8640-ED99-4205-9433-078F1D81D221},2008-12-15 00:00:00
130,EM,False,,Rob,T,Caron,,0,,,{909F01EF-2F6D-44DD-AF8D-1553BED7EACF},2009-02-06 00:00:00
131,EM,False,,Baris,F,Cetinok,,2,,,{BA03C1A4-0577-44F5-BFBC-FC701C007F13},2009-02-08 00:00:00
132,EM,False,,Nicole,B,Holliday,,0,,,{F101C5EE-17B1-4FB0-9CAE-4A88694CEEAA},2009-02-15 00:00:00
133,EM,False,,Michael,L,Rothkugel,,2,,,{EE04F4CB-977A-48D0-ACB4-D89172FD5AE2},2009-01-03 00:00:00
134,EM,False,,Eric,,Gubbels,,2,,,{4A9AC912-9E22-47B7-B126-5F3B576A430E},2009-01-07 00:00:00
135,EM,False,,Ivo,William,Salmre,,0,,,{DFA4B008-D83F-4828-AAC6-449E683909F5},2008-11-27 00:00:00
136,EM,False,,Sylvester,A,Valdez,,0,,,{6152BEC3-BB11-43AA-B691-9881CE6DD3F3},2009-12-04 00:00:00
137,EM,False,,Anibal,T,Sousa,,0,,,{9B75A538-958C-4C91-987A-B9BCCE683E8A},2009-02-16 00:00:00
138,EM,False,,Samantha,H,Smith,,0,,,{11EF6F0A-29B6-4541-82F0-2E7A35179E48},2009-01-28 00:00:00
139,EM,False,Mr.,Hung-Fu,T,Ting,,0,,,{739C7553-13E5-4F36-86F6-4775645547AE},2009-12-30 00:00:00
140,EM,False,,Prasanna,E,Samarawickrama,,1,,,{E8673E92-31F6-42F4-A65C-A595D3F899F6},2010-01-15 00:00:00
141,EM,False,,Min,G,Su,,0,,,{3BB0243E-11E3-4E5C-8DB5-6B927C71432E},2010-01-17 00:00:00
142,EM,False,,Olinda,C,Turner,,0,,,{BF741CEC-34E0-4B44-99C2-E0382FCD9E8E},2010-02-25 00:00:00
143,EM,False,,Krishna,,Sunkammurali,,2,,,{442C8270-1E84-47C5-A621-AF10CF1B3546},2010-02-06 00:00:00
144,EM,False,,Paul,R,Singh,,2,,,{BA4C0109-A2A4-4595-A357-38A64B643E3C},2009-01-10 00:00:00
145,EM,False,,Cynthia,S,Randall,,0,,,{F0C15AD6-4CFF-4931-A216-49B635596043},2009-01-20 00:00:00
146,EM,False,,Jian Shuo,,Wang,,0,,,{009EBB72-9173-4AA9-920E-B578F3C927DE},2008-11-30 00:00:00
147,EM,False,,Sandra,,Reátegui Alayo,,0,,,{B07FA8A6-A056-48AB-91F8-318C6C87B502},2008-12-19 00:00:00
148,EM,False,,Jason,M,Watters,,0,,,{00D61032-0D0E-41E3-8F37-B5987C8D5087},2009-01-07 00:00:00
149,EM,False,,Andy,M,Ruth,,1,,,{9CFDF60A-083A-44DC-AFE2-D578C76FD55A},2009-01-24 00:00:00
150,EM,False,,Michael,T,Vanderhyde,,2,,,{944AE1F8-E154-4752-9A24-8E8FE85156F3},2009-02-19 00:00:00
151,EM,False,,Rostislav,E,Shabalin,,2,,,{FAA146E7-5C07-4C47-8B66-DCDA9BE58D54},2009-02-12 00:00:00
152,EM,False,,Yuhong,L,Li,,1,,,{866472D1-65C3-4AA7-B15B-F75EF10CB7D8},2009-01-25 00:00:00
153,EM,False,,Hanying,P,Feng,,0,,,{DDAAE515-0A69-4750-B6EE-7AC6629F55B8},2008-12-09 00:00:00
154,EM,False,,Raymond,K,Sam,,0,,,{02717918-B884-41B9-87B3-A0F8C2939EC1},2008-12-16 00:00:00
155,EM,False,,Fadi,K,Fakhouri,,2,,,{3EF14439-76B4-4086-BE8D-0A03A6694425},2008-12-28 00:00:00
156,EM,False,,Lane,M,Sacksteder,,1,,,{8591375E-8ED1-49C8-89F3-52AED00C77F1},2009-01-04 00:00:00
157,EM,False,,Linda,A,Randall,,0,,,{EF38AC01-9C58-4CD0-AA39-D12DDA3C3E9C},2009-01-27 00:00:00
158,EM,False,,Shelley,N,Dyck,,0,,,{77B7F905-5028-491C-A1DC-80087AAC7817},2009-02-28 00:00:00
159,EM,False,,Terrence,W,Earls,,1,,,{15365ED2-53AC-4EC7-93BF-89ED5D903167},2009-02-09 00:00:00
160,EM,False,,Jeff,V,Hay,,1,,,{8C7296AB-73DA-4992-8200-833B2C625D50},2009-01-14 00:00:00
161,EM,False,,Kirk,J,Koenigsbauer,,1,,,{35A9A423-C54F-48C5-9527-CF1E93089D92},2008-12-08 00:00:00
162,EM,False,,Laura,C,Steele,,0,,,{5FF2682D-D7E7-48A3-9DEF-B60F0B8434FE},2008-12-27 00:00:00
163,EM,False,,Alex,M,Nayberg,,1,,,{08CA0103-CA0E-4B52-A20F-590BA3FECDA8},2009-02-01 00:00:00
164,EM,False,,Andrew,M,Cencini,,0,,,{B1D33171-636C-440C-B4F6-F5F6F1EBBC70},2009-02-27 00:00:00
165,EM,False,,Chris,T,Preston,,0,,,{9F2D6941-1DE5-4076-9817-7ECCF6C47D55},2009-01-15 00:00:00
166,EM,False,,Jack,S,Richins,,0,,,{8F9BCF96-29E1-4BED-9BF4-D8260AD0AF68},2009-02-14 00:00:00
167,EM,False,,David,N,Johnson,,0,,,{C2C7021B-3209-45F7-8560-B3132595F9DA},2008-11-25 00:00:00
168,EM,False,,Garrett,R,Young,,2,,,{DA309209-A597-4D54-B717-D984B38975D1},2008-11-30 00:00:00
169,EM,False,,Susan,A,Metters,,1,,,{D8414490-CA5B-4517-BBE9-7FBF4D696771},2008-12-07 00:00:00
170,EM,False,,George,Z,Li,,0,,,{E9E65DEB-797B-4B49-B41C-81F1DC593BB9},2008-12-14 00:00:00
171,EM,False,,David,A,Yalovsky,,1,,,{4C1F3E85-AEED-4A7D-A4FE-EEDFB750E45D},2008-12-26 00:00:00
172,EM,False,,Marc,J,Ingle,,2,,,{8A6062D5-1C3A-46BF-A080-F6CF6090E5F0},2009-01-09 00:00:00
173,EM,False,,Eugene,R,Zabokritski,,0,,,{1284B1A5-D53C-4BF9-9777-05108B207103},2009-01-14 00:00:00
174,EM,False,,Benjamin,R,Martin,,2,,,{4430A64D-3D5D-423E-81B9-6C4F9ED88AB7},2009-01-20 00:00:00
175,EM,False,,Reed,T,Koch,,0,,,{892F02CF-A623-4499-B850-1B46469B597E},2009-01-26 00:00:00
176,EM,False,,David,Oliver,Lawrence,,0,,,{0D4723B9-43E8-401D-BCBA-C7DCD8178B8C},2009-02-07 00:00:00
177,EM,False,,Russell,M,King,,0,,,{2F67DE81-C40E-4234-8942-C77806FABFA3},2009-02-14 00:00:00
178,EM,False,,John,N,Frum,,2,,,{CE13FF53-4465-4E3A-90DA-2FA0E8F19378},2009-02-24 00:00:00
179,EM,False,,Jan,S,Miksovsky,,0,,,{A0719EB6-7FC8-4DB8-A5DB-EA45A5BEF0E2},2009-02-26 00:00:00
180,EM,False,,Katie,L,McAskill-White,,2,,,{FE4EC240-D091-4E90-8F70-E9467FAC3A18},2009-02-13 00:00:00
181,EM,False,,Michael,T,Hines,,0,,,{B7004365-FDD8-4FCD-85FB-53A759447180},2008-12-02 00:00:00
182,EM,False,,Nitin,S,Mirchandani,,0,,,{4BEF5E3D-5C17-4B16-AAC9-8E3611A4FFE5},2008-12-21 00:00:00
183,EM,False,,Barbara,S,Decker,,0,,,{C175EA91-0A68-49DB-9827-B4528F77D630},2009-01-15 00:00:00
184,EM,False,,John,Y,Chen,,2,,,{5E6EC398-C951-44A2-BEC7-DC1CD17FAACC},2009-02-02 00:00:00
185,EM,False,,Stefen,A,Hesse,,1,,,{266FCE92-5534-4AC1-B68C-ECD8CEFFCEBC},2009-02-21 00:00:00
186,EM,False,,Shane,S,Kim,,2,,,{1432F3E8-7CCA-4C56-BDCB-02D5B0302BD9},2009-02-01 00:00:00
187,EM,False,,Yvonne,S,McKay,,0,,,{F3A901C1-4D9F-4666-8726-C2C51643A5D6},2008-12-02 00:00:00
188,EM,False,,Douglas,B,Hite,,1,,,{4CE168C6-28FF-454D-887E-8F96BB2FBA93},2008-12-20 00:00:00
189,EM,False,,Janeth,M,Esteves,,1,,,{A5A5A995-AD0A-4F50-847D-1CA048F11EE3},2009-01-08 00:00:00
190,EM,False,,Robert,J,Rounthwaite,,0,,,{FBF84B1A-3B42-40FE-8BF0-3094DCF25888},2009-01-26 00:00:00
191,EM,False,,Lionel,C,Penuchot,,1,,,{55B6EB95-61ED-4458-9BFB-F0560F001970},2009-02-19 00:00:00
192,EM,False,,Brenda,M,Diaz,,1,,,{056BBD40-CDF0-428D-B12D-9FFB0FF5FEAE},2009-02-26 00:00:00
193,EM,False,,Alejandro,E,McGuel,,0,,,{F38E101D-B360-4876-8E8F-07726E85AE5D},2008-11-29 00:00:00
194,EM,False,,Fred,T,Northup,,0,,,{E28C41D6-D9BA-455D-B91D-E3C9F7B535E2},2008-12-05 00:00:00
195,EM,False,,Kevin,H,Liu,,2,,,{14AFAE63-9C86-4E23-B82E-5AAD4DBD1963},2008-12-10 00:00:00
196,EM,False,,Shammi,G,Mohamed,,0,,,{923FDAEC-6DB1-42A7-9840-D9D335996596},2008-12-17 00:00:00
197,EM,False,,Rajesh,M,Patel,,1,,,{CCC3C607-1E9B-4E62-8064-0B89594472F3},2008-12-24 00:00:00
198,EM,False,,Lorraine,O,Nay,,1,,,{35495D48-03AF-492F-BEE5-FDA7B3E61970},2008-12-28 00:00:00
199,EM,False,,Paula,R,Nartker,,1,,,{D6FF616B-A950-48D2-8CC0-0E7F5A9ECDA0},2009-01-05 00:00:00
200,EM,False,,Frank,T,Lee,,0,,,{8025020E-4FF8-488B-99CA-74640E1F8DAE},2009-01-10 00:00:00
201,EM,False,,Brian,T,Lloyd,,0,,,{A3A2494B-F92D-473E-BFDA-FC3FE406E134},2009-01-22 00:00:00
202,EM,False,,Tawana,G,Nusbaum,,0,,,{63B57674-1205-41A1-A532-8E6C9F38E48D},2009-01-29 00:00:00
203,EM,False,,Ken,L,Myer,,1,,,{981FCDB7-9792-463D-BF1F-F1B4CED52473},2009-02-17 00:00:00
204,EM,False,,Gabe,B,Mares,,0,,,{0F0FA05E-E101-47E4-9BF7-1E0790B68E00},2009-03-01 00:00:00
205,EM,False,,Lori,A,Kane,,0,,,{6F059DF8-BB13-4CD0-ABE1-D3E6688CEDD1},2009-02-19 00:00:00
206,EM,False,,Stuart,V,Munson,,2,,,{CE75C8B6-EAC8-4B18-96FA-8182AD7233CD},2008-11-25 00:00:00
